Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83288;27/06/2019;0000;;33.5;;10.2;25.68;41.75;2.05776;
83288;27/06/2019;1200;0;;19.4;;;;;
83288;28/06/2019;0000;;33.4;;10.1;25.56;54.75;0.68592;
83288;28/06/2019;1200;0;;18.1;;;;;
83288;29/06/2019;0000;;32.9;;9.5;25.64;58.25;0.8574;
83288;29/06/2019;1200;0;;20.1;;;;;
83288;30/06/2019;0000;;32.6;;0.1;25.7;53;0.68592;
83288;30/06/2019;1200;0;;19;;;;;
83288;01/07/2019;0000;;32.5;;10.1;25.24;44.5;0.51444;
83288;01/07/2019;1200;0;;18.8;;;;;
83288;02/07/2019;0000;;34.7;;10.2;25.68;52.75;0.51444;
83288;02/07/2019;1200;0;;17.6;;;;;
83288;03/07/2019;0000;;34.1;;10.3;26.48;48.75;0.17148;
83288;03/07/2019;1200;0;;19;;;;;
83288;04/07/2019;0000;;35.7;;10.3;28.04;45;1.02888;
83288;04/07/2019;1200;0;;19.8;;;;;
83288;05/07/2019;0000;;36.9;;10.2;28.76;50;0.17148;
83288;05/07/2019;1200;0;;21.6;;;;;
83288;06/07/2019;0000;;35.1;;10;27.32;45.5;1.20036;
83288;06/07/2019;1200;0;;20.6;;;;;
83288;07/07/2019;0000;;34.5;;10.2;26.36;54.5;1.20036;
83288;07/07/2019;1200;0;;20;;;;;
83288;08/07/2019;0000;;34.7;;9.3;25.36;50.5;1.37184;
83288;08/07/2019;1200;0;;20;;;;;
83288;09/07/2019;0000;;29.5;;7.8;22.84;49;1.37184;
83288;09/07/2019;1200;0;;17.2;;;;;
83288;10/07/2019;0000;;30.5;;10.3;22.96;47.5;1.20036;
83288;10/07/2019;1200;0;;16.2;;;;;
83288;11/07/2019;0000;;33.1;;10.3;24.12;46.75;0.34296;
83288;11/07/2019;1200;0;;16;;;;;
83288;12/07/2019;0000;;33.1;;10.4;25.08;43.5;1.20036;
83288;12/07/2019;1200;0;;17;;;;;
83288;13/07/2019;0000;;33.7;;10.3;25.2;44.75;0.51444;
83288;13/07/2019;1200;0;;16.4;;;;;
83288;14/07/2019;0000;;34.7;;10.4;25.24;43.5;0.51444;
83288;14/07/2019;1200;0;;17.4;;;;;
83288;15/07/2019;0000;;34.7;;10.4;25.52;43.75;0.68592;
83288;15/07/2019;1200;0;;17.6;;;;;
83288;16/07/2019;0000;;34.5;;10.5;25.52;43.75;0;
83288;16/07/2019;1200;0;;17.4;;;;;
83288;17/07/2019;0000;;35.7;;10.4;26.52;40;0.8574;
83288;17/07/2019;1200;0;;18.2;;;;;
83288;18/07/2019;0000;;30.9;;10.3;24.16;54.5;1.20036;
83288;18/07/2019;1200;0;;19.2;;;;;
83288;19/07/2019;0000;;30.1;;10.4;23.08;44.75;1.37184;
83288;19/07/2019;1200;0;;16;;;;;
83288;20/07/2019;0000;;31.1;;10.3;24.12;51.25;1.54332;
83288;20/07/2019;1200;0;;18.2;;;;;
83288;21/07/2019;0000;;31.3;;9.4;23.84;56;1.37184;
83288;21/07/2019;1200;0;;17.4;;;;;
83288;22/07/2019;0000;;29.7;;8.2;24.08;53;1.37184;
83288;22/07/2019;1200;0;;18.2;;;;;
83288;23/07/2019;0000;;32.5;;10.2;24.92;52.5;1.88628;
83288;23/07/2019;1200;0;;17.4;;;;;
83288;24/07/2019;0000;;31.9;;7.7;25.48;46.75;1.20036;
83288;24/07/2019;1200;0;;21.2;;;;;
83288;25/07/2019;0000;;32.9;;8.7;25.16;48.5;1.37184;
83288;25/07/2019;1200;0;;17.7;;;;;
83288;26/07/2019;0000;;30.7;;10.4;25.16;42.5;2.74368;
83288;26/07/2019;1200;0;;18.2;;;;;
83288;27/07/2019;0000;;28.9;;3;24.32;52;2.22924;
83288;27/07/2019;1200;0;;18.4;;;;;
83288;28/07/2019;0000;;31;;3;25.56;50.25;0.34296;
83288;28/07/2019;1200;0;;20.2;;;;;
83288;29/07/2019;0000;;33.3;;9.1;25.56;47;0.68592;
83288;29/07/2019;1200;0;;19.2;;;;;
83288;30/07/2019;0000;;33.3;;9.1;26.44;65.25;0.68592;
83288;30/07/2019;1200;0;;20.4;;;;;
83288;31/07/2019;0000;;34.5;;9.9;27.06;51.25;0.34296;
83288;31/07/2019;1200;0;;19.4;;;;;
83288;01/08/2019;0000;;34.3;;10.5;26.72;44;0.68592;
83288;01/08/2019;1200;0;;20.6;;;;;
83288;02/08/2019;0000;;34.3;;10.5;26.5;48.25;0.68592;
83288;02/08/2019;1200;0;;19;;;;;
83288;03/08/2019;0000;;35.6;;10.6;27.32;47.25;0.51444;
83288;03/08/2019;1200;0;;19.2;;;;;
83288;04/08/2019;0000;;35.3;;10.5;27;40.25;0.51444;
83288;04/08/2019;1200;0;;19.4;;;;;
83288;05/08/2019;0000;;28.5;;5.1;24.64;59.5;2.91516;
83288;05/08/2019;1200;0;;20.8;;;;;
83288;06/08/2019;0000;;32.4;;9.8;24.84;44.5;1.37184;
83288;06/08/2019;1200;0;;18.5;;;;;
83288;07/08/2019;0000;;32.3;;10.5;25.08;40;2.05776;
83288;07/08/2019;1200;0;;17.6;;;;;
83288;08/08/2019;0000;;33.1;;10.6;25.24;45.75;1.02888;
83288;08/08/2019;1200;0;;17.6;;;;;
83288;09/08/2019;0000;;33.3;;10.5;25.98;51.25;0.8574;
83288;09/08/2019;1200;0;;18.8;;;;;
83288;10/08/2019;0000;;33.1;;6.7;26.72;57.75;0.8574;
83288;10/08/2019;1200;0;;21.4;;;;;
83288;11/08/2019;0000;;34.7;;10.1;27.36;44.75;0.8574;
83288;11/08/2019;1200;0;;20.6;;;;;
83288;12/08/2019;0000;;34.4;;9.6;26.8;48;0.8574;
83288;12/08/2019;1200;0;;20;;;;;
83288;13/08/2019;0000;;32.9;;10;26.08;47;1.20036;
83288;13/08/2019;1200;0;;20.2;;;;;
83288;14/08/2019;0000;;33.7;;10.7;26.72;44.25;1.02888;
83288;14/08/2019;1200;0;;19.2;;;;;
83288;15/08/2019;0000;;31.4;;10.7;25.18;54.25;1.54332;
83288;15/08/2019;1200;0;;20.4;;;;;
83288;16/08/2019;0000;;30.5;;11;24.48;51.5;2.40072;
83288;16/08/2019;1200;0;;19.4;;;;;
83288;17/08/2019;0000;;32.5;;9.7;24.88;53.5;1.20036;
83288;17/08/2019;1200;0;;18.4;;;;;
83288;18/08/2019;0000;;33.3;;9.5;26.48;47.25;0.8574;
83288;18/08/2019;1200;0;;19.6;;;;;
83288;19/08/2019;0000;;34.7;;10.7;27.4;37.25;0.51444;
83288;19/08/2019;1200;0;;19.4;;;;;
83288;20/08/2019;0000;;36.1;;9;28.52;38;0.51444;
83288;20/08/2019;1200;0;;22;;;;;
83288;21/08/2019;0000;;36.5;;10.4;27.88;38.75;0.34296;
83288;21/08/2019;1200;0;;19.2;;;;;
83288;22/08/2019;0000;;35.1;;9.5;27.52;44.25;0.68592;
83288;22/08/2019;1200;0;;20.8;;;;;
83288;23/08/2019;0000;;34.8;;10.4;27.58;39.25;0.8574;
83288;23/08/2019;1200;0;;20.6;;;;;
83288;24/08/2019;0000;;34.8;;10.6;27.56;44.25;0.51444;
83288;24/08/2019;1200;0;;19.9;;;;;
83288;25/08/2019;0000;;33.9;;10.1;25.7;37;2.05776;
83288;25/08/2019;1200;0;;15.7;;;;;
83288;26/08/2019;0000;;32.7;;10.4;25.48;43.5;2.5722;
83288;26/08/2019;1200;0;;19.8;;;;;
83288;27/08/2019;0000;;33.3;;10.6;26.08;44;0.68592;
83288;27/08/2019;1200;0;;18.9;;;;;
83288;28/08/2019;0000;;32.7;;9.7;26.2;46.25;1.20036;
83288;28/08/2019;1200;0;;19;;;;;
83288;29/08/2019;0000;;34.1;;10.7;26.8;42.5;1.37184;
83288;29/08/2019;1200;0;;19.6;;;;;
83288;30/08/2019;0000;;34.7;;10.8;28;39.5;1.02888;
83288;30/08/2019;1200;0;;20;;;;;
83288;31/08/2019;0000;;34.9;;11;26.88;42.5;0.8574;
83288;31/08/2019;1200;0;;20.4;;;;;
83288;01/09/2019;0000;;36.3;;10.8;27.96;38;1.02888;
83288;01/09/2019;1200;0;;18.8;;;;;
83288;02/09/2019;0000;;36.6;;10.9;28.34;40.25;0.51444;
83288;02/09/2019;1200;0;;19.8;;;;;
83288;03/09/2019;0000;;36.3;;10.9;28.8;40.5;1.88628;
83288;03/09/2019;1200;0;;21.4;;;;;
83288;04/09/2019;0000;;36.5;;10.9;28.2;43.25;0.68592;
83288;04/09/2019;1200;0;;20.4;;;;;
83288;05/09/2019;0000;;37.3;;10.9;28.68;39.25;0.8574;
83288;05/09/2019;1200;0;;21.2;;;;;
83288;06/09/2019;0000;;34.5;;10.9;27.72;43;2.22924;
83288;06/09/2019;1200;0;;21.4;;;;;
83288;07/09/2019;0000;;33.6;;9.5;26.78;55.75;2.05776;
83288;07/09/2019;1200;0;;21.6;;;;;
83288;08/09/2019;0000;;33.9;;10.5;27.02;51.75;0.34296;
83288;08/09/2019;1200;0;;21;;;;;
83288;09/09/2019;0000;;35.3;;11;28.32;43.25;1.88628;
83288;09/09/2019;1200;0;;20.8;;;;;
83288;10/09/2019;0000;;37.3;;9.7;30;43.25;1.02888;
83288;10/09/2019;1200;0;;22.2;;;;;
83288;11/09/2019;0000;;36.8;;10.5;28.92;38;0.8574;
83288;11/09/2019;1200;0;;21.9;;;;;
83288;12/09/2019;0000;;36.9;;10.9;29.24;45.5;1.02888;
83288;12/09/2019;1200;0;;21.2;;;;;
